sample	PC1	PC2	PC3	PC4	PC5	label	core	flowcell	depth_in_core_cm	y_bp	library_concentration	temp	temp_method	mis	initial	avg_leng_initial	derep	avg_len_derep	sst	age_kyr	total_reads	detected_taxa	log_total_reads
LV7008886781	-57.5724170976296	27.8066003643532	22.5422169423384	11.1372818537071	-11.3116409687746	LV7008886781	GeoB25202_R1		223.5	120023.5	10.9	15.13774048625	uk37_alkenone	3.269765	10414526	51.1	1644170	53.5	15.13774048625	120.0235	24863	66	4.39557099712082
LV3003061568	-55.379052552585	27.6436184784605	25.7310720871859	10.7337475212514	-8.80757353404574	LV3003061568	ST13		224.8	121635.4	14.6	3.88851854099099	mgca_jonkers_2013	3.209168	4865312	58.4	1285941	66.6	15.0912241071525	121.6354	22478	53	4.35177698731776
LV7008886757	-57.8237793267706	28.0758564013922	16.3141185864048	9.81610520126672	-11.5677347980763	LV7008886757	GeoB25202_R1		227.5	123119.5	7.44	15.0483957938462	uk37_alkenone	3.120315	60956974	49.7	2845166	54	15.0483957938462	123.1195	41240	97	4.61532918738783
LV7008886769	-47.7918774831886	28.4188097103787	5.24729222396359	13.910006456769	-9.05346020310842	LV7008886769	GeoB25202_R2		227.5	123119.5	14.6	15.0483957938462	uk37_alkenone	3.120315	82179786	49.9	6050113	54.2	15.0483957938462	123.1195	112804	187	5.05232834986261
LV3003061555	-46.9310457295272	25.8110773912386	18.8864860670332	9.01788186546741	-3.74808755351365	LV3003061555	ST13		229.8	126443	21.95	4.18191901963659	mgca_jonkers_2013	3.25303	31281860	66.5	2674404	82.3	13.9174660887275	126.443	37477	99	4.57377640686517
LV3003061539	3.09723459594053	3.47733663003085	-4.38701687710024	9.70315883207642	12.4875598310889	LV3003061539	ST13		234.8	130055.6	45.25	4.4753194982822	mgca_jonkers_2013	3.677784	79008042	72.6	11352714	80.9	12.6881606418456	130.0556	281351	374	5.44925000669768
LV3003061527	-55.3151214322561	27.8362888932719	26.1141435500838	9.43150159121869	-8.35293380100193	LV3003061527	ST13		239.8	133775.4	28.59	4.7687199769278	mgca_jonkers_2013	4.634866	2673212	57.9	912714	60.4	11.4223768846317	133.7754	14647	49	4.16577833129364
LV7008886222	-13.0636029061808	-3.44542901390822	-9.66098200578187	3.51898332194243	7.76864603493522	LV7008886222	GeoB25202_R1		240.5	136277.5	16.76	10.5709554267778	uk37_alkenone	4.81445	109142321	47.1	9773429	50.6	10.5709554267778	136.2775	282824	366	5.45151779579732
LV7008886745	-26.32061131857	7.26388665754433	-3.87450994119278	2.07229656231184	4.63721552511866	LV7008886745	GeoB25202_R2		240.5	136277.5	11.25	10.5709554267778	uk37_alkenone	4.81445	89746442	46.7	5660422	49.6	10.5709554267778	136.2775	149876	265	5.17573499149085
LV3003061513	1.19554699187277	2.38000420615529	-3.39644853068087	3.98834451583981	12.5108225052994	LV3003061513	ST13		244.8	138493	185.59	5.06212045557341	mgca_jonkers_2013	4.88014	81908351	85	25619278	146.1	10.3255171456423	138.493	213784	347	5.32997723012551
LV7008886709	-10.0896811179322	3.63043201279166	-15.8800482976506	-4.97291289728117	5.12495711012503	LV7008886709	GeoB25202_R1		249.5	147206	17.31	9.36027059022222	uk37_alkenone	4.79734	129046666	45.6	8580922	48.3	9.36027059022222	147.206	207636	388	5.31730474543867
LV7008886721	5.2846913729488	-4.23046092809005	-18.700596766412	-7.99821069250152	1.77786893545151	LV7008886721	GeoB25202_R2		249.5	147206	26.71	9.36027059022222	uk37_alkenone	4.79734	88344403	46.7	12106119	49.8	9.36027059022222	147.206	282338	473	5.45077087217787
LV3003061500	7.26389203304184	14.4920913076846	-17.0142287224766	-26.9954809619412	17.1477533590957	LV3003061500	ST13		254.4	148086	431.27	5.62544937457296	mgca_jonkers_2013	4.71344	137614394	67.8	51012190	104.6	9.56141856461617	148.086	511586	501	5.70891950003649
