from	to	signed_weight	weight	abs_weight	method	core
S__GCA_016202695.1	S__GCA_002690215.1	0.632820512820513	0.632820512820513	0.632820512820513	spearman_abs_threshold	GeoB25202_R1
S__GCA_013349685.1	S__GCA_002690215.1	0.713504273504274	0.713504273504274	0.713504273504274	spearman_abs_threshold	GeoB25202_R1
S__GCA_016190405.1	S__GCA_002690215.1	0.582905982905983	0.582905982905983	0.582905982905983	spearman_abs_threshold	GeoB25202_R1
S__GCA_003644175.1	S__GCA_002690215.1	0.608888888888889	0.608888888888889	0.608888888888889	spearman_abs_threshold	GeoB25202_R1
S__GCA_013003675.1	S__GCA_002690215.1	0.74974358974359	0.74974358974359	0.74974358974359	spearman_abs_threshold	GeoB25202_R1
S__3300024431_27	S__GCA_002690215.1	0.814017094017094	0.814017094017094	0.814017094017094	spearman_abs_threshold	GeoB25202_R1
S__GCA_009885795.1	S__GCA_002690215.1	0.772307692307692	0.772307692307692	0.772307692307692	spearman_abs_threshold	GeoB25202_R1
S__3300027706_22	S__GCA_002690215.1	0.589059829059829	0.589059829059829	0.589059829059829	spearman_abs_threshold	GeoB25202_R1
S__3300008212_1	S__GCA_002690215.1	0.842735042735043	0.842735042735043	0.842735042735043	spearman_abs_threshold	GeoB25202_R1
S__GCA_001798595.1	S__GCA_002690215.1	0.55008547008547	0.55008547008547	0.55008547008547	spearman_abs_threshold	GeoB25202_R1
S__GCA_017368835.1	S__GCA_016763915.1	0.641709401709402	0.641709401709402	0.641709401709402	spearman_abs_threshold	GeoB25202_R1
S__3300026119_12	S__GCA_016763915.1	0.654017094017094	0.654017094017094	0.654017094017094	spearman_abs_threshold	GeoB25202_R1
S__3300020364_17	S__GCA_016763915.1	0.679316239316239	0.679316239316239	0.679316239316239	spearman_abs_threshold	GeoB25202_R1
S__GCA_016202695.1	S__GCA_016763915.1	0.565128205128205	0.565128205128205	0.565128205128205	spearman_abs_threshold	GeoB25202_R1
S__3300027706_22	S__GCA_016763915.1	0.64034188034188	0.64034188034188	0.64034188034188	spearman_abs_threshold	GeoB25202_R1
S__GCA_009377375.1	S__GCA_016763915.1	0.684786324786325	0.684786324786325	0.684786324786325	spearman_abs_threshold	GeoB25202_R1
